idx,regime,persona_text,subject,relation,object,num_triplets,num_unique_triplets,num_unique_subjects,num_unique_objects,num_unique_concepts,num_unique_relations,triplet_repetition_ratio,persona_num_tokens,triplets_per_100_tokens,sentiment_score,lexical_ttr,lexical_avg_word_len,graph_num_nodes,graph_num_edges,graph_avg_degree,graph_density,graph_num_components,graph_largest_component_size,graph_largest_component_ratio
8,university,a freshman student enrolled at Canisius College who is a dedicated fan of the Golden Griffins men's ice hockey team.,princess; princess; dragon; knight; knight; knight; princess; knight,marries; is_thankful_to; appears; has; is_responsible_for; is_married_to; feeling; action,knight; knight; young knight; armor; princess's_gratitude; princess; thankful; frees_princess,8,8,3,7,8,8,0.0,20,40.0,0.0,0.9523809523809523,4.523809523809524,8,8,1.5,0.2857142857142857,2,6,0.75
10,university,a freshman college student who is the first in his family to attend college,princess; princess; knight,married; is_thankful_to; hurries_after,knight; knight; dragon,3,3,2,2,3,3,0.0,14,21.428571428571427,0.0,0.9285714285714286,4.428571428571429,3,3,1.3333333333333333,1.0,1,3,1.0
10,university,a freshman college student who just started following college baseball closely,princess; unfamiliar; knight; princess,is; describes; fought_for; married,thankful; knight; life; knight,4,4,3,3,5,4,0.0,11,36.36363636363637,0.0,0.9090909090909091,6.181818181818182,5,4,1.6,0.4,1,5,1.0
11,university,A freshman music student who just got accepted into St. Mary’s University in San Antonio.,princess; dragon; princess; beautiful; knight; knight; princess; knight; knight,marries; appears; is_thankful_to; describes; wants_to_marry; is_thankful_for; thanks; marries; rescues,knight; forest; knight; princess; princess; princess; knight; princess; princess,9,9,4,3,5,8,0.0,15,60.0,0.0,1.0,4.5,5,9,1.2,0.9,2,3,0.6
11,university,a freshman psychology student at Palo Alto University,princess; dragon; horse; knight; princess; princess,is_thankful_toward; is; is_used_by; has_armor; is; marries,knight; unfamiliar; young knight; armor; thankful; knight,6,6,4,5,8,5,0.0,8,75.0,0.0,1.0,5.75,8,6,1.25,0.21428571428571427,3,4,0.5
12,university,a freshman majoring in linguistics at Ternopil Volodymyr Hnatiuk National Pedagogical University,princess; unfamiliar; knight; knight; princess,is_thankful_to; describes; hurries_after; is_thankful_to; married,knight; knight; dragon; princess; knight,5,5,3,3,4,4,0.0,12,41.66666666666667,0.0,1.0,7.083333333333333,4,5,1.5,0.8333333333333334,1,4,1.0
13,university,A freshman student who just joined Troy University and doesn't understand basketball,princess; knight; young knight; knight; knight; princess; princess,is; killed; is_unfamiliar_with; engaged_in_battle_with; is; married; is,thankful; dragon; country; dragon; thankful; knight; beautiful,7,7,3,5,7,5,0.0,12,58.333333333333336,0.0,1.0,5.538461538461538,7,7,1.7142857142857142,0.3333333333333333,2,5,0.7142857142857143
13,university,"a freshman biomedical engineering student at the University of Massachusetts, Lowell",knight; knight; knight; princess; princess,rides; fights_for; is; is; marries,horse; death; young; thankful; knight,5,5,2,5,6,4,0.0,11,45.45454545454545,0.0,1.0,6.636363636363637,6,5,1.6666666666666667,0.3333333333333333,1,6,1.0
14,university,"A freshman chemistry student pursuing a Bachelor's degree at the University of California, Irvine.",princess; knight; knight; princess; princess,is_thankful_to; is_married_to; is; is_thankful; marries,knight; princess; riding; true; knight,5,5,2,4,4,5,0.0,14,35.714285714285715,0.0,0.9333333333333333,5.466666666666667,4,5,1.5,0.8333333333333334,1,4,1.0
14,university,a first-year university student who just completed a course in number theory.,princess; princess; unfamiliar; knight; thankful,marries; is; describes; fights_for; describes,knight; thankful; dragon; life; princess,5,5,4,5,6,4,0.0,12,41.66666666666667,0.0,0.9230769230769231,4.923076923076923,6,5,1.3333333333333333,0.3333333333333333,2,4,0.6666666666666666
15,university,an ambitious freshman now studying at Baker University,princess; knight; knight; princess; death; young; princess,married; is; is; is; is_at_stake_in; describes; thanks,knight; young; thankful; thankful; knight_vs_dragon_battle; knight; knight,7,7,4,4,6,5,0.0,8,87.5,0.0,1.0,5.875,6,7,1.6666666666666667,0.4666666666666667,2,4,0.6666666666666666
16,university,a freshman student considering joining a fraternity at Illinois Wesleyan University.,princess; knight; princess; knight; dragon; knight,married; is; is; freed; appeared; killed,knight; young; thankful; princess; forest; dragon,6,6,3,6,6,5,0.0,11,54.54545454545454,0.0,0.9090909090909091,6.636363636363637,6,6,1.6666666666666667,0.4,1,6,1.0
16,university,university freshman interested in cross-disciplinary studies,princess; princess; knight; unfamiliar,marries; is; is; describes,knight; thankful; thankful; knight,4,4,3,2,4,3,0.0,6,66.66666666666666,0.0,1.0,7.714285714285714,4,4,2.0,0.6666666666666666,1,4,1.0
17,university,A freshman student at Wayne State College who's never experienced a tornado,princess; life; knight; scorching; princess; princess; knight,married; is_at_stake; kills; damages; is_thankful_to; thankful; is_thanked_by,knight; dragon; dragon; armor; knight; knight; princess,7,7,4,4,6,7,0.0,12,58.333333333333336,0.0,0.9230769230769231,4.846153846153846,6,7,1.3333333333333333,0.4666666666666667,2,4,0.6666666666666666
17,university,"an overly anxious, cautious, and health-conscious student studying at Bluegrass Community and Technical College (BCTC).",princess; unfamiliar; princess; young knight; knight; princess,marries; describes; is_thankful; is_unfamiliar_with; is_responsible_for; feels_grateful_toward,knight; dragon; thankful; dragon; princess; knight,6,6,4,4,6,6,0.0,15,40.0,-0.0625,0.9375,6.1875,6,6,1.3333333333333333,0.4,2,3,0.5
18,university,A freshman in college who is interested in studying abroad but is unsure about the application requirements and process,princess; young; dragon; princess,is; describes; appears; marries,thankful; knight; young; knight,4,4,3,3,5,4,0.0,19,21.052631578947366,0.0,0.8947368421052632,5.315789473684211,5,4,1.6,0.4,1,5,1.0
18,university,an enthused freshman student at the University of Worcester,princess; princess; knight,marries; is_thankful_to; encounters,knight; knight; dragon,3,3,2,2,3,3,0.0,9,33.33333333333333,0.0,1.0,5.666666666666667,3,3,1.3333333333333333,1.0,1,3,1.0
19,university,A freshman in mathematics at a university,dragon; knight; knight; princess; princess; knight,unfamiliar; kills; has; is_thankful_to; marries; is_thanked_by,country; dragon; death; knight; knight; princess,6,6,3,5,5,6,0.0,7,85.71428571428571,0.0,0.8571428571428571,5.0,5,6,1.6,0.6,1,5,1.0
19,university,"a young, aspiring Korean actor currently studying at the same Chung-Ang University, Department of Theater and Film, that Nam Gi-ae attended.",princess; young knight; knight; knight; knight; knight; princess; dragon; princess,is; young; describes; kills; is described by; married; is thankful to; fights for; married,thankful; young; unfamiliar; dragon; thankful; princess; knight; life; knight,9,9,4,7,8,8,0.0,21,42.857142857142854,0.0,1.0,4.956521739130435,8,9,1.75,0.32142857142857145,2,6,0.75
20,university,a first-year college student who is timid and anxious about situations that involve big crowds and strangers,princess; knight; knight; princess; princess,is; is unfamiliar with; experiences; was thankful to; married,thankful; country; anxiety; knight; knight,5,5,2,4,5,5,0.0,17,29.411764705882355,-0.05555555555555555,0.9444444444444444,5.055555555555555,5,5,1.6,0.5,1,5,1.0
21,university,a freshman history student at the National University of Singapore,dragon; armor; princess; princess,is; is; is_thankful_to; marries,unfamiliar; scorched; knight; knight,4,4,3,3,6,3,0.0,10,40.0,0.0,1.0,5.7,6,4,1.0,0.26666666666666666,3,2,0.3333333333333333
21,university,a university student who's just turned 18 and is going to vote for the first time,princess; princess; knight; fight; princess; knight,marries; is; kills; is_at_stake_in; is_thankful_to; is_thankful_to,knight; thankful; dragon; life; knight; princess,6,6,3,5,6,5,0.0,16,37.5,0.0,1.0,3.823529411764706,6,6,1.3333333333333333,0.4,2,4,0.6666666666666666
22,university,An international student from a non-Christian country who has recently started studying at a Western university.,dragon; young; knight; princess; knight; princess,appears; describes; is_unfamiliar_with; is_thankful_to; is_married_to; marries,knight; knight; unfamiliar; knight; princess; knight,6,6,4,3,5,6,0.0,16,37.5,0.0,0.9411764705882353,5.588235294117647,5,6,1.6,0.6,1,5,1.0
22,university,an undecided freshman at the University of Georgia,princess; knight; princess,marries; fights_for; is_thankful_to,knight; life; knight,3,3,2,2,3,3,0.0,8,37.5,0.0,1.0,5.375,3,3,1.3333333333333333,1.0,1,3,1.0
23,university,a freshman art student at Carnegie Mellon University,dragon; armor; knight; knight; princess; princess,is; is_scorched_by; kills; marries; is_thankful_to; marries,unfamiliar; knight; dragon; princess; knight; knight,6,6,4,4,5,5,0.0,8,75.0,0.0,1.0,5.625,5,6,1.6,0.6,1,5,1.0
23,university,a university freshman who is planning to apply for student loans,knight; horse; horse; dragon; princess,is_thanked_by; is_ridden_by; is_near; appears; is_thankful_to,princess; young knight; dragon; forest; knight,5,5,4,5,6,5,0.0,11,45.45454545454545,0.0,1.0,4.909090909090909,6,5,1.3333333333333333,0.3333333333333333,2,4,0.6666666666666666
25,university,A first-year university student who values honesty and integrity in academics.,princess; dragon; knight; princess,is; appears; has; married,thankful; young knight; armor; knight,4,4,3,4,6,4,0.0,11,36.36363636363637,0.0,1.0,5.5,6,4,1.3333333333333333,0.26666666666666666,2,4,0.6666666666666666
25,university,a first-year architecture student at Japan Women's University,knight; knight; princess; princess; princess,fights_for; is; is; is_thankful_to; marries,death; thankful; thankful; knight; knight,5,5,2,3,4,4,0.0,8,62.5,0.0,1.0,5.2,4,5,2.0,0.8333333333333334,1,4,1.0
26,university,A college freshman volunteering in social work inspired by early education experiences,dragon; knight; knight; princess; princess; knight; princess,fought; killed; freed; was; was thankful to; was; married,knight; dragon; princess; thankful; knight; thankful; knight,7,7,3,4,4,6,0.0,12,58.333333333333336,0.0,1.0,6.25,4,7,2.0,1.1666666666666667,1,4,1.0
26,university,a freshman student at Southern Illinois University Carbondale who is passionate about heritage conservation,young knight; princess; princess,is; married; is_thankful_to,knight; knight; knight,3,3,2,1,3,3,0.0,14,21.428571428571427,0.0,1.0,6.714285714285714,3,3,1.3333333333333333,1.0,1,3,1.0
27,university,A college freshman experiencing the challenges of living away from home for the first time,knight; dragon; armor; princess; princess,is_thankful_to; attacks; is; is_thankful_to; marries,princess; knight; scorched; knight; knight,5,5,4,3,5,4,0.0,15,33.33333333333333,0.0,0.9333333333333333,5.066666666666666,5,5,1.2,0.5,2,3,0.6
27,university,An international student from India enrolled at the University of King's College,princess; knight; dragon; princess; knight,marries; fights_for; is_unfamiliar_with; is_thankful_to; marries,knight; life; country; knight; princess,5,5,3,4,5,4,0.0,12,41.66666666666667,0.0,1.0,5.230769230769231,5,5,1.2,0.5,2,3,0.6
28,university,A college freshman who struggles with distinguishing reliable information from misinformation online,princess; princess; armor; knight; knight,marries; is_thankful_to; damaged; hurries_after; marries,knight; knight; condition; dragon; princess,5,5,3,4,5,4,0.0,12,41.66666666666667,0.0,1.0,7.416666666666667,5,5,1.2,0.5,2,3,0.6
29,university,a freshman student preparing to enroll in Elon University,princess; princess; dragon,is thankful to; married; fought for,knight; knight; death,3,3,2,2,4,3,0.0,9,33.33333333333333,0.0,1.0,5.444444444444445,4,3,1.0,0.5,2,2,0.5
30,university,A first-year student in Bioengineering at Imperial College London,knight; princess; knight; knight; knight; dragon; princess; princess,is_thanked_by; marries; receives_thanks_from; fights_for; rides; fights_with; is_thankful_to; feels,princess; knight; princess; life; horse; knight; knight; thankful,8,8,3,5,6,8,0.0,9,88.88888888888889,0.0,1.0,5.6,6,8,1.6666666666666667,0.5333333333333333,1,6,1.0
30,university,a freshman at a UK university who follows fashion trends,dragon; dragon; princess; princess,is; unfamiliar; is_thankful_to; marries,unfamiliar; country; knight; knight,4,4,2,3,5,4,0.0,10,40.0,0.0,0.9,4.7,5,4,1.2,0.4,2,3,0.6
31,university,"a freshman studying at the American University Washington, DC",princess; princess; dragon; unfamiliar; armor; knight; knight,marries; is_thankful_to; sudden; describes; is_at_stake; marries; is_thankful_to,knight; knight; appears; knight; knight; princess; princess,7,7,5,3,6,5,0.0,9,77.77777777777779,0.0,1.0,5.777777777777778,6,7,1.3333333333333333,0.4666666666666667,2,4,0.6666666666666666
32,university,"A college freshman enrolled in an archaeology course, inspired by the stories of past civilizations",princess; princess; knight; scorched,marries; is; is; describes,knight; thankful; thankful; scorched_armor,4,4,3,3,5,3,0.0,15,26.666666666666668,0.0,1.0,5.6,5,4,1.6,0.4,2,3,0.6
33,university,"a recent graduate of Woodbridge High School, now studying at university",forest; knight; knight; princess; princess; princess,is_location_of; is_unfamiliar_with; is; is; is; marries,young knight; country; thankful; thankful; young; knight,6,6,3,5,7,4,0.0,11,54.54545454545454,0.0,1.0,5.454545454545454,7,6,1.7142857142857142,0.2857142857142857,2,5,0.7142857142857143
33,university,"A freshman student of Brock University studying online from her home country, India.",princess; knight; fight; princess; knight; knight,marries; fights_for; is_at_stake_in; is_thankful_to; marries; is_thankful_to,knight; life; life; knight; princess; princess,6,6,3,3,4,4,0.0,13,46.15384615384615,0.0,1.0,5.384615384615385,4,6,1.5,1.0,1,4,1.0
34,university,An average college freshman who is more interested in subjects related to his chosen major and is not particularly enthusiastic about general education requirements,life; knight; armor; princess; princess; princess,is_at_stake; is_unfamiliar_with; is; is_thankful_to; marries; thankful,dragon; country; scorching; knight; knight; knight,6,6,4,4,7,6,0.0,24,25.0,0.0,0.9583333333333334,5.875,7,6,1.1428571428571428,0.2857142857142857,3,3,0.42857142857142855
34,university,"I am a freshman at Utah Tech University, enthusiastic about football, and deeply involved in school spirit.",knight; knight; princess; knight,is_thanked_by; describes; is_thankful_to; killed,princess; unfamiliar; knight; dragon,4,4,2,4,4,4,0.0,17,23.52941176470588,0.0,1.0,5.176470588235294,4,4,1.5,0.6666666666666666,1,4,1.0
35,university,A first-year law student studying at the University of São Paulo,princess; thankful; life; young knight; knight; knight; princess,is_thankful_toward; describes; is_at_stake_in; rides; is_unfamiliar_with; is_married_to; marries,knight; princess; knight_and_dragon_fight; horse; country; princess; knight,7,7,5,5,8,7,0.0,11,63.63636363636363,0.0,1.0,4.416666666666667,8,7,1.25,0.25,3,4,0.5
37,university,A first-year university student who struggles with parking availability on campus,princess; knight; knight; princess,married; has_armor; is; is,knight; armor; thankful; thankful,4,4,2,3,4,3,0.0,11,36.36363636363637,0.0,1.0,5.833333333333333,4,4,2.0,0.6666666666666666,1,4,1.0
38,university,an incoming freshman at Barton College who's interested in studying audio recording technologies,dragon; armor; princess; princess,is; is_destroyed_by; is_thankful_to; marries,unfamiliar; knight; knight; knight,4,4,3,2,5,4,0.0,13,30.76923076923077,0.0,1.0,5.928571428571429,5,4,1.2,0.4,2,3,0.6
40,university,a freshman student at the University of Alabama who participates in the school band and cheers for every home game.,life; princess; princess; knight,is fought for; married; is_thankful_to; is_responsible_for,dragon; knight; knight; princess,4,4,3,3,4,4,0.0,20,20.0,0.0,0.95,4.75,4,4,1.0,0.6666666666666666,2,2,0.5
41,university,a freshman at the American University in Dubai who is majoring in Digital Production and Storytelling,knight; knight; princess; princess,travels_through; fights_for; is_thankful_to; marries,country; death; knight; knight,4,4,2,3,4,4,0.0,16,25.0,0.0,0.9375,5.375,4,4,1.5,0.6666666666666666,1,4,1.0
42,university,a first-year biology student at the University of Sheffield,princess; knight; knight; knight; princess,married; rides; fought_for; is; is,knight; horse; death; thankful; thankful,5,5,2,4,5,4,0.0,9,55.55555555555556,0.0,1.0,5.0,5,5,2.0,0.5,1,5,1.0
43,university,a freshman student at the College of Charleston who relies heavily on Information Technology services in his learning.,knight; knight; princess; armor; knight; dragon; princess; dragon; princess,marries; is; is; is_scorched_to; wants_to_free; is; thanks; fights_for; marries,princess; thankful; thankful; completely; princess; young; knight; death; knight,9,9,4,6,8,6,0.0,18,50.0,0.0,1.0,5.555555555555555,8,9,1.5,0.32142857142857145,3,3,0.375
44,university,"A current college football player who graduated from Wells High School, where Timothy Roche coached me",knight; knight; knight; knight; princess; princess,is_thankful_to; kills; marries; fights_for; is_thankful_to; marries,princess; dragon; princess; death; knight; knight,6,6,2,4,4,4,0.0,16,37.5,0.0,1.0,5.375,4,6,1.5,1.0,1,4,1.0
45,university,a freshman college student who is searching for the perfect college accommodation.,knight; princess; dragon; dragon; princess,is_thankful_to; married; is; is; is,princess; knight; unfamiliar; dangerous; thankful,5,5,3,5,6,3,0.0,12,41.66666666666667,0.0,0.9166666666666666,5.833333333333333,6,5,1.3333333333333333,0.3333333333333333,2,3,0.5
46,university,A sports broadcasting intern who is a freshman at the University of Arizona,knight; princess; knight; life; knight; knight; scorching; knight,travels_through; married; fights; is_at_stake; is_unfamiliar_with; marries; describes; wants_to_marry,forest; knight; dragon; dragon; country; princess; knight; princess,8,8,4,5,7,8,0.0,13,61.53846153846154,0.0,0.9230769230769231,4.846153846153846,7,8,1.7142857142857142,0.38095238095238093,1,7,1.0
47,university,A freshman at Oklahoma State University who is eagerly anticipating participating in student government.,princess; knight; princess; knight; princess,married; fought_for; was thankful to; was; was,knight; death; knight; thankful; thankful,5,5,2,3,4,4,0.0,14,35.714285714285715,0.0,1.0,6.428571428571429,4,5,2.0,0.8333333333333334,1,4,1.0
48,university,"An eager university student aiming to complete their first Ironman, studying sports science and nutrition",knight; princess; knight; princess; dragon; knight,is_thankful_to; married; wants_to_free; is_thankful_to; kidnapping; married,princess; knight; princess; knight; princess; princess,6,6,3,2,3,4,0.0,15,40.0,0.0,1.0,6.0,3,6,1.3333333333333333,2.0,1,3,1.0
0,primary,A curious elementary school student who eagerly awaits the next story on their daily bus ride,knight; young; princess; knight; princess; princess,is_thankful_to; describes; is; marries; is_thankful_to; marries,princess; knight; beautiful; princess; knight; knight,6,6,3,3,4,4,0.0,16,37.5,0.0,1.0,4.875,4,6,1.5,1.0,1,4,1.0
0,primary,A shy elementary school student struggling to pronounce certain sounds correctly,knight; dragon; life; princess; princess,is_responsible_for; is; opposes; marries; is_thankful_to,princess; unfamiliar; death; knight; knight,5,5,4,4,6,5,0.0,11,45.45454545454545,0.0,1.0,6.363636363636363,6,5,1.0,0.3333333333333333,3,2,0.3333333333333333
1,primary,A group of enthusiastic elementary school students who regularly visit the website for engaging educational content,knight; country; knight; princess; princess; princess,kills; is; encounters; is_thankful_to; is; marries,dragon; unfamiliar; dragon; knight; thankful; knight,6,6,3,4,6,5,0.0,16,37.5,0.0,1.0,6.25,6,6,1.3333333333333333,0.4,2,4,0.6666666666666666
1,primary,A 10-year-old schoolboy who lives in Nigeria,knight; knight; princess; princess,marries; fights_for; is; marries,princess; death; thankful; knight,4,4,2,4,4,3,0.0,7,57.14285714285714,0.0,1.0,4.0,4,4,1.5,0.6666666666666666,1,4,1.0
2,primary,An elementary school student who prefers reading traditional storybooks over digital ones,storybook; knight; dragon; storybook; knight; knight; princess; princess; thankful; princess,contains; saved; fought_for; contains; has_armor; fought_with; married; was; describes; thanked,knight; princess; death; princess; armor; dragon; knight; thankful; princess; knight,10,10,5,6,7,9,0.0,12,83.33333333333334,0.0,1.0,6.5,7,10,2.0,0.47619047619047616,1,7,1.0
3,primary,A primary school student who loves learning new healthy recipes to cook at home,knight; knight; princess; knight; knight; young knight; knight; princess; princess; knight,is; helps; thanks; makes; is_affected_by; is; rescues; is; marries; causes,princess; princess; knight; princess; armor; brave; princess; thankful; knight; princess,10,10,3,5,6,8,0.0,14,71.42857142857143,0.0,1.0,4.714285714285714,6,10,1.3333333333333333,0.6666666666666666,2,4,0.6666666666666666
3,primary,An elementary school student who looks forward to watching the weather report every day,knight; knight; knight; princess,wants_to_marry; kills; fights_with; is_thankful_to,princess; dragon; dragon; knight,4,4,2,3,3,4,0.0,14,28.57142857142857,0.0,1.0,5.285714285714286,3,4,1.3333333333333333,1.3333333333333333,1,3,1.0
4,primary,An elementary school student who shares their favorite pop songs with the principal and asks for recommendations,knight; young; princess; princess; thankful; knight,is_thanked_by; describes; married; is_thankful_to; describes; is_respected_by,princess; knight; knight; knight; princess; princess,6,6,4,2,4,5,0.0,17,35.294117647058826,0.0,1.0,5.647058823529412,4,6,1.5,1.0,1,4,1.0
4,primary,A9-year-old child who greatly enjoys the storytelling events and wants to become a writer,armor; knight; young knight; princess; princess; knight; princess,is_scorched; freed; rides through; was thankful to; married; is_scorched; was,knight; princess; forest; knight; knight; armor; thankful,7,7,4,5,6,6,0.0,14,50.0,0.0,1.0,4.625,6,7,1.3333333333333333,0.4666666666666667,2,4,0.6666666666666666
5,primary,A curious elementary school student who looks forward to meeting the author and asking questions about their books,young knight; princess; young; princess; princess; knight,rode; is_in; describes; married; is_thankful_to; married,rode; country; knight; knight; knight; princess,6,6,4,4,6,5,0.0,18,33.33333333333333,0.0,1.0,5.388888888888889,6,6,1.3333333333333333,0.4,2,4,0.6666666666666666
5,primary,An 11-year-old child obsessed with astronomy,princess; knight; knight; princess; princess,is thankful to; wears; fights_for; is; marries,knight; armor; death; thankful; knight,5,5,2,4,5,5,0.0,6,83.33333333333334,0.0,1.0,4.625,5,5,1.6,0.5,1,5,1.0
6,primary,A curious elementary school student in need of help with math and science homework,dragon; dragon; kidnapping; young; princess; princess; princess; princess; princess; knight; princess,kidnapping; appears_in; describes; describes; is_in_need_of_help; married; has_received_help_from; expressed_gratitude_toward; is; was_responsible_for; was_thankful_to,princess; country; dragon; knight; knight; knight; knight; knight; thankful; princess; knight,11,11,5,5,7,10,0.0,14,78.57142857142857,0.0,1.0,4.928571428571429,7,11,1.7142857142857142,0.5238095238095238,1,7,1.0
6,primary,An elementary school student who helps in the garden and listens to stories of classic literature,knight; knight; knight; princess; knight; princess,is_thanked_by; wears; marries; is_married_to; is; is_thankful_to,princess; armor; princess; knight; young; knight,6,6,2,4,4,6,0.0,16,37.5,0.0,1.0,5.125,4,6,1.5,1.0,1,4,1.0
7,primary,A curious and energetic preschooler who loves participating in gym class activities,knight; knight; princess; princess,describes; rescues; marries; is_thankful_to,country; princess; knight; knight,4,4,2,3,3,4,0.0,12,33.33333333333333,0.0,1.0,6.0,3,4,1.3333333333333333,1.3333333333333333,1,3,1.0
8,primary,A fellow elementary school student who is fascinated by birds and enjoys drawing them,young knight; knight; princess,is_unfamiliar_with; killed; married,dragon; dragon; knight,3,3,3,2,4,3,0.0,14,21.428571428571427,0.0,1.0,5.142857142857143,4,3,1.5,0.5,1,4,1.0
9,primary,A struggling reader in elementary school who looks up to the reading specialist as a mentor,knight; knight; princess; princess,is_in_danger; is_student_in; married; is_thankful_to,princess; elementary school; knight; knight,4,4,2,3,3,4,0.0,16,25.0,0.0,0.9375,4.75,3,4,1.3333333333333333,1.3333333333333333,1,3,1.0
9,primary,A 10-year-old child with autism spectrum disorder who benefits from occupational therapy to improve their motor skills,dragon; knight; princess; princess,kidnapping; is_thankful_to; married; is_thankful_to,princess; princess; knight; knight,4,4,3,2,3,3,0.0,17,23.52941176470588,0.0,1.0,5.2631578947368425,3,4,1.3333333333333333,1.3333333333333333,1,3,1.0
10,primary,A 5-year-old child who was born with a cleft lip and palate and is undergoing speech therapy to improve his articulation,knight; princess; princess; knight; dragon; dragon; knight; knight; princess,is thankful to; is thankful to; is; kills; appeared; kidnapping; marries; is; marries,princess; knight; beautiful; dragon; young knight; princess; princess; thankful; knight,9,9,3,6,6,6,0.0,21,42.857142857142854,0.0,0.9130434782608695,4.260869565217392,6,9,2.0,0.6,1,6,1.0
10,primary,A local elementary school student who is part of a gardening club and looks up to the urban gardening enthusiast as a mentor,knight; dragon; knight; princess; knight; knight; princess,engages_in_battle_with; encounters; has_armor_that_is; is_married_to; is_thanked_by; marries; is_thankful_to,dragon; knight; damage_to_armor; knight; princess; princess; knight,7,7,3,4,4,7,0.0,23,30.434782608695656,0.0,0.8695652173913043,4.434782608695652,4,7,1.5,1.1666666666666667,1,4,1.0
11,primary,A 6-year-old child who experienced a traumatic event and is in need of therapy,dragon; knight; princess; princess,fights_with; wants_to_free; is; marries,knight; princess; thankful; knight,4,4,3,3,4,4,0.0,14,28.57142857142857,0.0,0.9375,3.9375,4,4,1.5,0.6666666666666666,1,4,1.0
12,primary,A quiet 5-year-old child who has just discovered the magic of picture books,knight; knight; knight; armor; knight; princess; princess,kills; fights_with; is_thankful_to; is_destroyed_by; marries; is_thankful_to; marries,dragon; dragon; princess; dragon; princess; knight; knight,7,7,3,3,4,5,0.0,13,53.84615384615385,0.0,1.0,4.066666666666666,4,7,1.5,1.1666666666666667,1,4,1.0
12,primary,A classmate of one of the children who looks forward to the bike rides as a fun outing,knight; knight; beautiful; knight; princess; princess,is_thanked_by; frees; describes; rides_through; is; is_thankful_to,princess; princess; princess; forest; beautiful; knight,6,6,3,4,4,6,0.0,18,33.33333333333333,0.0,0.8333333333333334,3.8333333333333335,4,6,1.5,1.0,1,4,1.0
13,primary,A third-grade student who benefits from the integrated lesson plans and develops a love for reading and writing,princess; knight; dragon; princess; princess,is; is; appears; is; marries,beautiful; thankful; unknown; thankful; knight,5,5,3,4,6,3,0.0,18,27.77777777777778,0.05263157894736842,0.8947368421052632,4.894736842105263,6,5,1.6666666666666667,0.3333333333333333,2,4,0.6666666666666666
14,primary,A 7-year-old kid excited about meeting the Governor,dragon; armor; princess; knight; thankful; princess,kidnapping; was_scorched; married; is_thankful_for; describes; was_thankful_to,princess; knight; knight; princess; princess; knight,6,6,5,2,5,6,0.0,8,75.0,0.1,1.0,4.2,5,6,1.6,0.6,1,5,1.0
14,primary,"A young child who, after experiencing a traumatic event, finds solace in the firefighters' comforting presence",forest; dragon; dragon; princess; princess; knight; princess,contains; unfamiliar; kidnapping; was_thankful_to; married; was_responsible_for; expressed_gratitude_towards,dragon; country; princess; knight; knight; princess; knight,7,7,4,4,5,7,0.0,16,43.75,0.0,0.9375,5.75,5,7,1.6,0.7,1,5,1.0
15,primary,A curious and engaged 5th grader who loves hearing stories about historical figures,knight; unfamiliar; dragon; dragon; knight; knight; princess; princess,helps; describes; kidnaps; is; is; marries; is; marries,princess; knight; princess; young; thankful; princess; thankful; knight,8,8,4,4,6,5,0.0,13,61.53846153846154,0.0,1.0,5.461538461538462,6,8,2.0,0.5333333333333333,1,6,1.0
16,primary,A 10-year-old book lover who inspired to write their own children's story,knight; princess; story; scorch; princess; princess,is; is; is_inspired_by; causes; is; marries,thankful; beautiful; knight; scorched_armor; thankful; knight,6,6,4,4,7,4,0.0,12,50.0,0.0,1.0,3.933333333333333,7,6,1.7142857142857142,0.2857142857142857,2,5,0.7142857142857143
17,primary,a 5-year-old child who loves to watch cooking shows and pretend to be a chef.,princess; dragon; princess; princess,is_at_stake_in; kidnapping; married; is,knight_vs_dragon_fight; princess; knight; thankful,4,4,2,4,5,4,0.0,15,26.666666666666668,0.0,0.8823529411764706,3.5294117647058822,5,4,1.6,0.4,1,5,1.0
17,primary,A ten years old kid from New York City who likes fun facts about different cultures,princess; princess; knight; knight; dragon; princess; armor,is thankful to; married; is; is thankful; fought_for; is; is damaged_by,knight; knight; thankful; princess; life; thankful; knight,7,7,4,4,6,6,0.0,16,43.75,0.0,1.0,4.25,6,7,1.6666666666666667,0.4666666666666667,2,4,0.6666666666666666
19,primary,A preschooler who shows a natural inclination towards music and has a strong interest in learning the violin,princess; princess; princess; knight; princess,feeling; married; is; is; was_thankful_to,thankful; knight; beautiful; young; knight,5,5,2,4,5,4,0.0,18,27.77777777777778,0.0,0.8888888888888888,5.055555555555555,5,5,1.6,0.5,1,5,1.0
19,primary,A young child who develops their problem-solving abilities and vocabulary through solving crossword puzzles,knight; princess; princess,is; married; is,young knight; knight; thankful,3,3,2,3,4,2,0.0,14,21.428571428571427,0.0,0.9333333333333333,6.2,4,3,1.5,0.5,1,4,1.0
20,primary,A shy and anxious elementary school student who is afraid of needles and medical procedures,dragon; princess; knight; princess; princess; princess,kidnapping; is; has; is_thankful_to; is; marries,princess; beautiful; armor; knight; thankful; knight,6,6,3,5,6,5,0.0,15,40.0,-0.06666666666666667,0.9333333333333333,5.133333333333334,6,6,1.6666666666666667,0.4,1,6,1.0
